com.samsung.health.sleep_stage,6195017,6,,,,,,,,
28:00.0,95760ff4-0b9c-46e2-b80e-9f1d8d64a64a,,49:58.1,49:58.1,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,30:00.0,3511a0ad-912a-42d1-950f-74f72f9769e1
30:00.0,95760ff4-0b9c-46e2-b80e-9f1d8d64a64a,,49:58.1,49:58.1,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,33:00.0,19e85524-07a3-4f8c-be75-77f6e5f4a169
33:00.0,95760ff4-0b9c-46e2-b80e-9f1d8d64a64a,,49:58.1,49:58.1,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,38:00.0,716efe41-7a80-4f0c-877d-a7edcbe8c9de
00:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,16:00.0,0b566894-6d76-4e99-b6e7-e1997293b934
16:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,17:00.0,f95bf5ce-6f8a-44e5-8e46-13aa21e1ad05
17:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,30:00.0,b2470734-93b4-424c-9480-7967c8036dd6
30:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40003,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,01:00.0,c1eaaa62-78d7-47cc-aeda-a1b39ccb2ba5
01:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,06:00.0,60d87795-5cf5-4ebd-b796-b15914cf7bea
06:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,13:00.0,e6a2530c-9822-41df-a263-de9fbae9c37e
13:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,14:00.0,e2f4b6c4-172b-4cab-9590-fc89221c0a95
14:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,15:00.0,922cdc08-2651-46ca-9915-0b35bb04900a
15:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,16:00.0,a9c978d4-9e3c-4085-bf62-30347912d7e8
16:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,17:00.0,a9dc8d23-c29b-4d62-9b87-6d7c39f8fc0d
17:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,18:00.0,02c2e6a1-4e3c-4335-9f21-64b6f9a71262
18:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,24:00.0,be61a1e1-e86d-43b4-b3e7-62624907892c
24:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,25:00.0,7618c3e7-a784-4aab-912f-09bff2749b55
25:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,28:00.0,a84ff96c-28d2-4277-875d-9f7f1b03ba56
28:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,37:00.0,221ac162-3e78-47d4-b237-e259c569a1e9
37:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,51:00.0,12b54b95-4ab3-4a47-b3e0-c20311524312
51:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,52:00.0,5a8fb73d-3266-41c5-a12d-7de9a175b2bb
52:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,08:00.0,45e1a32c-ce25-4733-9ad5-7236058369b5
08:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40003,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,12:00.0,b39efdd7-44fc-4bce-8a64-642f7dde8fd0
12:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,14:00.0,e10780f4-52e5-41fd-8ff9-3e9d3449478f
14:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,23:00.0,ad9642e1-43e9-4daa-ac96-a6a60ce105cd
23:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,24:00.0,fa731eef-fd22-4de0-bbe5-f5d20882dae8
24:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,26:00.0,74ff4ce6-f68e-40f8-bda1-bd2b324cb68c
26:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,28:00.0,4b9db0f8-5fdf-4d6f-a382-b7c756f39559
28:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,22:00.0,e0a08f4f-f872-4cab-9fce-cff556bf319b
22:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,57:00.0,da9ff7da-bdcf-4aee-8e8a-0823c04973db
57:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,59:00.0,0d032b1a-a31b-41c5-820c-183537f15ac3
59:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,06:00.0,58cd742d-72d3-492c-876c-70272d06a185
06:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,09:00.0,f4ccdc90-6c79-4d58-9193-011a01e76249
09:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,15:00.0,e654439f-7a06-4046-a419-2befb5829785
15:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,16:00.0,573f4949-74cc-4124-850f-e535c17f9401
16:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,22:00.0,3d333e35-e3ea-41e3-a6d4-268c84f1fd17
22:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,23:00.0,de9ee5c8-66d4-4807-812a-8410ea237984
23:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,28:00.0,84a76d4c-4d8e-4d55-b4ef-28db08c8bbe4
28:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,29:00.0,c5abfb4c-5daf-41ca-9205-214f8a342ea0
29:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,35:00.0,f99b1234-188f-49cf-8376-8f6a517a5c98
35:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,36:00.0,037beaaa-9300-4368-aea0-135bbd13c469
36:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,38:00.0,4da94ab7-8ae4-4c0a-9ee9-2de54bcb6418
38:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,41:00.0,b7313a03-9369-415a-b365-4eedd7ae1eef
41:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,56:00.0,b26fdb06-00d6-436d-b469-f9e7be2ecd7c
56:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,57:00.0,708c612d-219d-4bca-a86a-e6204faeefbc
57:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,17:00.0,40253723-82e5-4832-b658-3ffcdb8a0396
17:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,21:00.0,9d643f6c-78b7-4eb8-a3f3-b91fadfaebeb
21:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,51:00.0,3e1cb6a0-b237-44ce-b189-e6b41680cc8f
51:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,55:00.0,7b3af06a-8d77-4c4f-a69e-00c434a42647
55:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,02:00.0,a550ad53-3a64-4b90-972a-2b7fe7a4671c
02:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,03:00.0,67dcb343-4280-4fd0-8db8-1aa022a7c544
03:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,31:00.0,15818c06-d253-4a53-91a3-811c135781b0
31:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,34:00.0,f5c4f1f2-b4da-473f-bf10-a4129fe0dec7
34:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,38:00.0,b1298303-f85d-46ff-bd80-34c30e3f096b
38:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,42:00.0,9dd8fad5-6371-444b-b542-7fc5b737be5a
42:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,49:00.0,59d6813f-f0e2-4cf0-95bb-78906c8d02f4
49:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,50:00.0,6226eec7-8d80-45cf-99ad-813fb5eb55cb
50:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,10:00.0,bcd06510-4b8b-4498-a4ac-d778cc4904bc
10:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,11:00.0,33e4ca52-8f8d-4aa9-9be8-d7e109cc0fe6
11:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,39:00.0,bdea91af-701b-45b9-ae3a-aa301b6efc81
39:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,50:00.0,cb39902d-a850-4bd2-bf96-0011e493ef9d
50:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,58:00.0,82b46845-f3a6-4773-ae87-ff2e64d3e26c
58:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,01:00.0,b9d9313a-db37-4614-ad79-41ecb0997f40
01:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,10:00.0,10d6b084-8ded-40be-84ea-212e76ab9eea
10:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,12:00.0,647a3e87-3c47-4e26-b09b-0f31d6901e7a
12:00.0,acfa7868-65e6-4611-886e-fefcbbc6e213,,16:48.6,16:48.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,16:00.0,89d2f083-af44-486b-b8f5-1490dfc0aa09
47:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,01:00.0,8de290e5-7cd8-4a92-ba1d-4040aee5b675
01:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,02:00.0,c920f449-26c7-4890-8e3b-31874882de43
02:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,16:00.0,87857881-7226-4bee-96ef-23d7f7519e4e
16:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40003,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,34:00.0,adef1880-2a6e-4c09-a7ca-c6ada794c10c
34:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,41:00.0,3c4b4822-6692-4f61-9a75-eeb09f6b76d8
41:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,54:00.0,0fc44d81-7492-46ed-8137-6c9a8cfdd02b
54:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,02:00.0,a0e844dd-60aa-49e4-8f60-f833a53ec9a2
02:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,17:00.0,62673c9b-2790-4ed9-8f16-db89e9aabb78
17:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,19:00.0,07998dc7-1978-43ca-9b2e-9e0abba30bc7
19:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,42:00.0,7a926b83-3141-4f52-a25b-6517252889a8
42:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40003,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,54:00.0,e18b0c5c-5ac6-4b8d-a0f2-89688651e8d3
54:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,55:00.0,0818d31d-3b8b-4375-b52f-2adccd1f8f2e
55:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,00:00.0,71c334a4-48f5-4db1-a738-c40876b92277
00:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,02:00.0,b9588830-f588-4d3e-ad99-5c33020cf49c
02:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,06:00.0,e92f3745-236e-4da9-9491-f6e1419cc52e
06:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,08:00.0,660328dc-b60b-4403-9445-27255f4c87df
08:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,15:00.0,827ac61b-efd6-4833-a2c3-f8b66a80c3d2
15:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,16:00.0,42476c80-6e15-40dc-aa5e-27d392a3020d
16:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,19:00.0,54706ab3-108f-4d47-a24e-480c0f5bc0c0
19:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,21:00.0,b51c83f2-5979-4d4c-89f6-4421aa4efdb3
21:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,34:00.0,9f880489-6936-44dd-ae6f-a66174d95ad3
34:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,36:00.0,79cfd115-8393-4ec9-9c6a-58274d2bad97
36:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,41:00.0,e6bf95ce-7e52-4067-b8d1-da4bf6409c57
41:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,42:00.0,7c1161eb-91eb-4ff2-b5ee-0ae992b3b3b2
42:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,45:00.0,6f6331e3-5082-4c62-8f14-692006d0d8ff
45:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,59:00.0,d0fc2751-4d53-4412-a8e7-fb834178b33c
59:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,00:00.0,a15646d5-3b35-4246-ba98-918932b2698e
00:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,01:00.0,8964c4d6-2f7a-4f95-aab9-4108882065da
01:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,02:00.0,1c7f4bb5-019f-49d4-8e4c-dd90de8158b8
02:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,03:00.0,d9e8c1d6-c503-47f7-bcea-fb5cd358e369
03:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,06:00.0,8d581af9-74a4-484b-8301-9c82a1c02e89
06:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,07:00.0,7c79b1d2-9d12-4ea3-8f4f-fce7a8991555
07:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,14:00.0,ed674f1f-07b6-46b3-82ee-44190ab316b2
14:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,15:00.0,12296b01-cca9-4def-90cb-0b4e33f20288
15:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,25:00.0,82c7baae-bc7e-4075-8488-d72447c89da4
25:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,30:00.0,d9ca20db-1c4e-4b50-9a90-225faa460180
30:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,31:00.0,d5a634bb-1d7d-4d5c-8e46-1ff167586619
31:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,50:00.0,9c0db3ee-aa0e-4b57-81b7-b82e82dd9ce7
50:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,52:00.0,ae8072e7-5004-4f40-8f84-a46cb1cf20a7
52:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,33:00.0,8c50ec2a-f7dc-4802-987c-d5909e298a33
33:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,35:00.0,2e0dbbbe-fdf0-4999-9ad8-5197c0496a4b
35:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,49:00.0,c8d99482-7e09-4140-8f32-3f690447e957
49:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,19:00.0,de6f99e6-addc-4303-a835-0ece7b93de29
19:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,22:00.0,a72901d8-4bf8-4f21-a383-0bc4380b4dbf
22:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,25:00.0,058d10d1-4762-43bf-8359-f3ab5db34fce
25:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,44:00.0,bb7a9de0-468c-4088-9528-e83b70f503a1
44:00.0,f4772103-f95a-4e07-9595-fa8d0338b907,,57:03.5,57:03.5,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,49:00.0,0ebfcf36-569b-4c48-be67-93566b500d87
59:00.0,25951df4-c600-4fb5-8961-9f5c38aa0314,,57:03.5,57:03.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,14:00.0,622598cd-4c75-4916-9905-a1ac7e6fee51
14:00.0,25951df4-c600-4fb5-8961-9f5c38aa0314,,57:03.5,57:03.5,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,15:00.0,527dc83c-9862-41a0-8fa2-275804a7ef47
15:00.0,25951df4-c600-4fb5-8961-9f5c38aa0314,,57:03.5,57:03.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,29:00.0,21a81dee-167b-4b4e-b62e-5173939cd919
29:00.0,25951df4-c600-4fb5-8961-9f5c38aa0314,,57:03.5,57:03.5,40003,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,37:00.0,3e118f9f-a3d8-41ce-b387-aeb8970a03e6
37:00.0,25951df4-c600-4fb5-8961-9f5c38aa0314,,57:03.5,57:03.5,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,39:00.0,ead7f8f6-a142-413c-9703-1654a1aa7fcb
39:00.0,25951df4-c600-4fb5-8961-9f5c38aa0314,,57:03.5,57:03.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,42:00.0,5dbd48d9-7145-49f6-b864-e8bc60e36b43
42:00.0,25951df4-c600-4fb5-8961-9f5c38aa0314,,57:03.5,57:03.5,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,43:00.0,c6897356-4dc0-42b2-bc6e-5ef9fd36187b
43:00.0,25951df4-c600-4fb5-8961-9f5c38aa0314,,57:03.5,57:03.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,55:00.0,a0fa98f9-178e-4011-8cc9-530d84bc10b9
55:00.0,25951df4-c600-4fb5-8961-9f5c38aa0314,,57:03.5,57:03.5,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,56:00.0,4bad2983-061c-4fc0-9aff-2db4560e13b1
56:00.0,25951df4-c600-4fb5-8961-9f5c38aa0314,,57:03.5,57:03.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,57:00.0,70bfc5aa-6e84-4b52-a9bd-2c6c9fa681e7
57:00.0,25951df4-c600-4fb5-8961-9f5c38aa0314,,57:03.5,57:03.5,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,58:00.0,091ccb4f-8c2b-4190-bae0-0c93ee279322
58:00.0,25951df4-c600-4fb5-8961-9f5c38aa0314,,57:03.5,57:03.5,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,03:00.0,6801b122-7d47-4944-ad06-50ec16cfe77e
03:00.0,25951df4-c600-4fb5-8961-9f5c38aa0314,,57:03.5,57:03.5,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,05:00.0,c6c91c5e-1778-42a8-8c30-8fb1e695df97
